LoanID;Title;Genre;Category;Publisher;Author;NumberOfPages;OnLoan;Stock;Language;YearOfPublication
LOAN_000000000000001;1984;Distopya Roman;?ngiliz Edebiyat?;Can Yay?nlar?;George Orwell;;0;0;Türkçe;45419,51396
LOAN_000000000000002;1984;Distopya Roman;?ngiliz Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;George Orwell;329;0;0;Türkçe;45449,44418
LOAN_000000000000003;1984;Distopya Roman;?ngiliz Edebiyat?;T.C. ?stanbul Valili?i;George Orwell;350;0;0;Türkçe;45415,52066
LOAN_000000000000004;1984;Distopya Roman;?ngiliz Edebiyat?;Alt?n Kitaplar;George Orwell;350;0;0;Türkçe;44525,49157
LOAN_000000000000005;2312;Bilimkurgu;Dünya Edebiyat?;?nk?lap Yay?nlar?;K?m Stanley Robinson;;0;0;Türkçe;45419,54109
LOAN_000000000000006; Aile ?çinde;Ki?isel Geli?im / Sohbet;Türk Edebiyat?;Can Yay?nlar?;Hyati ?nanç/Bekir Develi;141;0;0;Türkçe;45415,53605
LOAN_000000000000007; Ana;Roman / Dünya Klasikleri;Rus Edebiyat?;Can Yay?nlar?;Maksim Gorki;416;0;0;Türkçe;45449,42125
LOAN_000000000000008; A?k Ve Gurur;Roman / Dünya Klasikleri;?ngiliz Edebiyat?;Can Yay?nlar?;Jane Austen;;0;0;Türkçe;45415,50972
LOAN_000000000000009; Aziz ?stanbul;Deneme / Edebiyat;Türk Edebiyat?;Can Yay?nlar?;Yahya Kemal;193;0;0;Türkçe;45449,40081
LOAN_000000000000010; Barbaros Hayrettin Pa?a;Tarih / Biyografi;Türk Edebiyat?;Can Yay?nlar?;Ebubekir Su Ba??;324;0;0;Türkçe;45449,42845
LOAN_000000000000011; Bastan Ve Gülistan;Do?u Klasikleri / ?iir-Hikaye;Fars Edebiyat?;Can Yay?nlar?;Saadi ?irazi;398;0;0;Türkçe;45429,42731
LOAN_000000000000012; Bedenin ?ifa Kap?lar?;Ki?isel Geli?im / Sa?l?k;Türk Edebiyat?;Can Yay?nlar?;Ebru Demirhan;271;0;0;Türkçe;45419,52598
LOAN_000000000000013; Be? ?air;Edebiyat / ?nceleme;Türk Edebiyat?;Can Yay?nlar?;Sadettin Kaplan;388;0;0;Türkçe;45429,39086
LOAN_000000000000014; Be? ?ehir;Deneme / Edebiyat;Türk Edebiyat?;Can Yay?nlar?;Ahmet Hamdi Tanp?nar;224;0;0;Türkçe;45449,40149
LOAN_000000000000015; Beyaz ?iirler;?iir;Türk Edebiyat?;Can Yay?nlar?;Perihan Beyaz;;0;0;Türkçe;45449,42932
LOAN_000000000000016; Beyhude Ömrüm;Roman / Öykü;Türk Edebiyat?;Can Yay?nlar?;Mustafa Kutlu;209;0;0;Türkçe;45419,53993
LOAN_000000000000017; Bilinçli Genç Olmak;Ki?isel Geli?im / Psikoloji;Türk Edebiyat?;Can Yay?nlar?;Nevzat Tarhan;160;0;0;Türkçe;45415,54503
LOAN_000000000000018; Bir Aziz Mahmud Hüdayi Roman? Ene;Tarihi Roman / Tasavvuf;Türk Edebiyat?;Can Yay?nlar?;Fatih Duman;254;0;0;Türkçe;45443,47977
LOAN_000000000000019; Bir Bayrak Rüzgar Bekliyor;?iir;Türk Edebiyat?;Can Yay?nlar?;Arif Nihat Asya;;0;0;Türkçe;45419,54847
LOAN_000000000000020; Bir Cihan Hükümdar? Fatih Sultan Mehmed;Tarih / Biyografi;Türk Edebiyat?;Yeditepe;Erhan Afyoncu;205;0;0;Türkçe;45443,55632
LOAN_000000000000021; Bir Çanakkale Destan?/ Denizde Kopan F?rt?na;Çocuk ve Gençlik / Tarihi Öykü;Türk Edebiyat?;Can Yay?nlar?;Tuna Duran;101;0;0;Türkçe;45419,50639
LOAN_000000000000022; Bir Gencin Dram?;Roman / Klasik Öykü;Rus Edebiyat?;Yeditepe;Tolstoy;;0;0;Türkçe;45449,40647
LOAN_000000000000023; Bir Kalbi K?r?lmaktan Koruyabilsem;Deneme / Edebiyat;Türk Edebiyat?;Kap? Yay?nlar?;Kemal Sayar;326;0;0;Türkçe;45419,54245
LOAN_000000000000024; Bir Tereddüdün Roman?;Roman / Psikolojik Roman;Türk Edebiyat?;Kap? Yay?nlar?;Peyami Safa;;0;0;Türkçe;45449,44561
LOAN_000000000000025; Birden Bine;Edebiyat / Etimoloji Denemesi;Türk Edebiyat?;Kap? Yay?nlar?;As?m Gültekin;128;0;0;Türkçe;45434,49773
LOAN_000000000000026; Biz ?nsanlar;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Payam? Safa;;0;0;Türkçe;45434,49929
LOAN_000000000000027; Bizim Akdeniz;Gezi Yaz?s? / An?;Türk Edebiyat?;Kap? Yay?nlar?;Falih R?fk? Atay;55;0;0;Türkçe;45415,49928
LOAN_000000000000028; Bo?aziçi'nde K?rk Y?l?m;An? / Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Haluk Dursun;143;0;0;Türkçe;45449,4044
LOAN_000000000000029; Bozgunda Fetih Rüyas?;Biyografi / Roman;Türk Edebiyat?;Kap? Yay?nlar?;Be?ir Ayvazo?lu;446;0;0;Türkçe;45415,53098
LOAN_000000000000030; Bozk?rdaki Çekirdek;Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Kemal Tahir;451;0;0;Türkçe;45443,55744
LOAN_000000000000031; Bozkurtlar;E?itim / An?;Türk Edebiyat?;Kap? Yay?nlar?;Hüseyin Nihal Ats?z;590;0;0;Türkçe;45415,53171
LOAN_000000000000032; Bülbülü Öldürmek;Tarihi Roman;?ngiliz Edebiyat?;Kap? Yay?nlar?;Harper Lee;358;0;0;Türkçe;45447,37557
LOAN_000000000000033; Bülbülü Öldürmek;Roman / Dünya Klasi?i;?ngiliz Edebiyat?;Epsilon Yay?nevi;Harper Lee;358;0;0;Türkçe;45429,38238
LOAN_000000000000034; Bütün ?iirleri;Roman / Dünya Klasi?i;Türk Edebiyat?;Epsilon Yay?nevi;Orhan Veli;251;0;0;Türkçe;45429,36564
LOAN_000000000000035; Büyük Selçuklular;?iir;Türk Edebiyat?;Epsilon Yay?nevi;Cihan Piyadeo?lu;;0;0;Türkçe;45429,38113
LOAN_000000000000036; Cennete Otostop;Tarih / Ara?t?rma;Türk Edebiyat?;Mecra;Adem Özkese;191;0;0;Türkçe;45429,36748
LOAN_000000000000037; Cumhuriyet Türk Mucizesi;Siyer / Din;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Turgut Özakman;;0;0;Türkçe;45429,38188
LOAN_000000000000038; Ça? Ve ?laham II;Tarih;Türk Edebiyat?;Epsilon Yay?nevi;Sezai Karakoç;222;0;0;Türkçe;45434,51259
LOAN_000000000000039; Ça? Ve ?lham;Deneme / Dü?ünce;Türk Edebiyat?;Epsilon Yay?nevi;Sezai Karakoç;167;0;0;Türkçe;45415,52866
LOAN_000000000000040; Ça? Ve ?lham I;Deneme / Dü?ünce;Türk Edebiyat?;Epsilon Yay?nevi;Sezai Karakoç;110;0;0;Türkçe;45415,51503
LOAN_000000000000041; Ça? Ve ?lham IV;Deneme / Dü?ünce;Türk Edebiyat?;Epsilon Yay?nevi;Sezai Karakoç;106;0;0;Türkçe;45419,52837
LOAN_000000000000042; Ça?da? Bat? Dü?üncesiden;Deneme / Dü?ünce;Türk Edebiyat?;Epsilon Yay?nevi;Sezai Karakoç;87;0;0;Türkçe;45449,45378
LOAN_000000000000043; Ça?r???mlar Biz Kimiz?;Felsefe / Dü?ünce;Türk Edebiyat?;Mecra;Sava? Barkçin;192;0;0;Türkçe;45415,51252
LOAN_000000000000044; Çalan Kimin ?çin Çal?yor;Deneme / Psikoloji;?ngiliz Edebiyat?;Mecra;Ernest Hemingway;621;0;0;Türkçe;45449,45493
LOAN_000000000000045; Çanakkale Mah?eri;Roman / Dünya Klasi?i;Türk Edebiyat?;Mecra;Mehmed Niyazi;447;0;0;Türkçe;45443,48685
LOAN_000000000000046; Çannakale Sava?lar? Ve Sava? Alanlar? Rehberi;Tarihi Roman;Türk Edebiyat?;Mecra;Burhan Say?n;;0;0;Türkçe;45419,50058
LOAN_000000000000047; Çile;Roman;Türk Edebiyat?;Mecra;Necip Faz?l K?sakürek;509;0;0;Türkçe;45449,3976
LOAN_000000000000048; Çin  Müslümanlar? Ve Çim'E Syahat;?iir / Deneme;Türk Edebiyat?;Mecra;?hsan Süreyya S?rma;175;0;0;Türkçe;45447,38523
LOAN_000000000000049; Çöle ?nen Nur;Gezi / Ara?t?rma;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Necip Faz?l;607;0;0;Türkçe;45419,50199
LOAN_000000000000050; Da? Çiçeklerim;Tarih / ?nceleme;Türk Edebiyat?;Büyük Do?u Yay?nlar?;S?d?ka Avar;399;0;0;Türkçe;44901,47632
LOAN_000000000000051; Da? Yol?nda Karanl?k Birikiyor;An? / Deneme;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Hüseyin K?ran;;0;0;Türkçe;45419,54204
LOAN_000000000000052; Degirmenimden Mektuplar;Roman;Dünya Edebiyat?;Büyük Do?u Yay?nlar?;Alphonse Dauet;;0;0;Türkçe;45415,52487
LOAN_000000000000053; Denemeler;Deneme / Mektup;Felsefe ve Psikoloji;Büyük Do?u Yay?nlar?;Monta?gne;456;0;0;Türkçe;45419,5344
LOAN_000000000000054; Denemeler;Deneme;Frans?z Edebiyat?;Büyük Do?u Yay?nlar?;Montaigne;;0;0;Türkçe;45429,44198
LOAN_000000000000055; Devlet;Deneme;Felsefe ve Psikoloji;Büyük Do?u Yay?nlar?;Platon;248;0;0;Türkçe;45429,44376
LOAN_000000000000056; Devlet-? Aliyye / Osmanl? ?mparatorlu?u Üzerine Ara?t?rmalar I?;Felsefe / Siyaset;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Halil ?nalc?k;528;0;0;Türkçe;45429,44439
LOAN_000000000000057; Devlet-? Aliyye / Osmanl? ?mparatorlu?u Üzerine Ara?t?rmalar I??;Tarih;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Halil ?nalc?k;464;0;0;Türkçe;45429,44638
LOAN_000000000000058; Devlet-? Aliyye / Osmanl? ?mparatorlu?u Üzerine Ara?t?rmalar Iv;Tarih;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Halil ?nalc?k;571;0;0;Türkçe;45434,51782
LOAN_000000000000059; Devlet-? Aliyye / Osmanl? ?mparatorlu?u Üzerine Ara?t?rmalar V;Tarih;Türk Edebiyat?;Büyük Do?u Yay?nlar?;Halil ?nalc?k;854;0;0;Türkçe;45449,39213
LOAN_000000000000060; Din Ve Medeniyet Üzerine;Tarih;Din ve Mitoloji;Mahya Yay?nc?l?k;Ebul Hasan En-Nedvi;125;0;0;Türkçe;45419,55295
LOAN_000000000000061; Dirili? Felsefesi;Din / Dü?ünce;Türk Edebiyat?;Mahya Yay?nc?l?k;Cafer Barlas;752;0;0;Türkçe;45415,52951
LOAN_000000000000062; Dirili? Hakikat Sözlü?ü;Felsefe / Dü?ünce;Türk Edebiyat?;Mahya Yay?nc?l?k;Cafer Barlas;;0;0;Türkçe;45419,53372
LOAN_000000000000063; Do?u Bat? Aras?nda ?slam;Deneme / Dü?ünce;Din ve Mitoloji;Mahya Yay?nc?l?k;Aliya ?zzetbegovic;449;0;0;Türkçe;45415,54072
LOAN_000000000000064; Do?u I??g?;Dü?ünce / Din;Türk Edebiyat?;Mahya Yay?nc?l?k;Ali Haydar Aksan;;0;0;Türkçe;45434,49502
LOAN_000000000000065; Do?u'Nun Limanlar?;Deneme / Dü?ünce;Dünya Edebiyat?;Mahya Yay?nc?l?k;Amin Maalouf;183;0;0;Türkçe;45443,51719
LOAN_000000000000066; Dostluk Üzerine;Roman;Türk Edebiyat?;?z Yay?nc?l?k;Fethi Gemuho?lu;703;0;0;Türkçe;45434,51938
LOAN_000000000000067; Dostluk Üzerine;Deneme / Felsefe;Türk Edebiyat?;Türkiye ?? Bankas? Kültür Yay?nlar?;Hasan Ali Yücel;53;0;0;Türkçe;45447,36572
LOAN_000000000000068; Drina Köprüsü;Deneme / Felsefe;Dünya Edebiyat?;?leti?im;?vo Andriç;353;0;0;Türkçe;45449,42241
LOAN_000000000000069; Dünya Hakknda Do?ru Bilinen  Yanl??lar;Tarihi Roman;Tarih ve Co?rafya;?leti?im;Matth Brown;;0;0;Türkçe;45443,5666
LOAN_000000000000070; Dünyay? Güzelle?tirmek;Popüler Bilim;Türk Edebiyat?;?leti?im;Be?ir Ayvazo?lu;174;0;0;Türkçe;45429,37435
LOAN_000000000000071; Dü?ünme Ve Konu?ma Söz Üzerine;Deneme;Felsefe ve Psikoloji;?nsan;?mam-I Gazali;117;0;0;Türkçe;45449,44711
LOAN_000000000000072; Edebiyat Yaz?lar? I?;Dil / Dü?ünce;Türk Edebiyat?;?nsan;Sezai Karakoç;135;0;0;Türkçe;45449,44803
LOAN_000000000000073; Edebiyat Yaz?lar? I??;Edebiyat ?ncelemesi;Türk Edebiyat?;?nsan;Sezai Karakoç;78;0;0;Türkçe;45429,46193
LOAN_000000000000074; Edebiyat?n Ustalar?;Edebiyat ?ncelemesi;Türk Edebiyat?;?nsan;Yusuf Tosun;224;0;0;Türkçe;45449,39874
LOAN_000000000000075; Efsane;Edebiyat ?ncelemesi;Türk Edebiyat?;?nsan;?skender Pala;379;0;0;Türkçe;45434,50588
LOAN_000000000000076; E?itimc Anne Serisi Ö?renmeyi Nas?l Ö?reniyoruz Ana;Roman;Türk Edebiyat?;?nsan;Caner Güzin;143;0;0;Türkçe;45434,52351
LOAN_000000000000077; El Turko Günlükleri;E?itim / Çocuk Geli?imi;Türk Edebiyat?;Profil Kitap;?srafil Kuralay;130;0;0;Türkçe;45449,42441
LOAN_000000000000078; Emanet Hikayeler;Tarih / Günlük;Türk Edebiyat?;Profil Kitap;Necip Tosun;158;0;0;Türkçe;45419,52779
LOAN_000000000000079; Empati;Hikâye;Felsefe ve Psikoloji;Profil Kitap;Mona Kino;304;0;0;Türkçe;45449,44924
LOAN_000000000000080; Eshab? Kiram;Ki?isel Geli?im / Roman;Türk Edebiyat?;Profil Kitap;Ahmet Faruk;;0;0;Türkçe;45449,41841
LOAN_000000000000081; E?ref Saat;Din / Biyografi;Türk Edebiyat?;Profil Kitap;?evket Rado;141;0;0;Türkçe;45449,36443
LOAN_000000000000082; Etimotoloji Vadisinde;Deneme;Türk Edebiyat?;Profil Kitap;As?m Gültkin;491;0;0;Türkçe;45429,44831
LOAN_000000000000083; Etkili Ö?retmenlik;Dil / Ara?t?rma;Türk Edebiyat?;Profil Kitap;Taner Ta?tekin;236;0;0;Türkçe;45419,50838
LOAN_000000000000084; Eylül;E?itim;Türk Edebiyat?;Profil Kitap;Mehmet Rauf;320;0;0;Türkçe;45415,5424
LOAN_000000000000085; Fabrika Ayar?;Roman / Türk Klasi?i;Türk Edebiyat?;Profil Kitap;Hayati ?nanç/ Bekir Develi;157;0;0;Türkçe;45415,54245
LOAN_000000000000086; Fareler Ve ?nsanlar;Deneme / Güncel Dü?ünce;Dünya Edebiyat?;Profil Kitap;John Steinbeck;111;0;0;Türkçe;45415,4964
LOAN_000000000000087; Fareler Ve ?nsanlar;Roman / Dünya Klasi?i;Dünya Edebiyat?;Sel Yay?nlar?;John Steinbeck;111;0;0;Türkçe;45443,56367
LOAN_000000000000088; Felatun Bey ?le Rah?m Efendi;Roman / Dünya Klasi?i;Türk Edebiyat?;Sel Yay?nlar?;Ahmet Mithat Efendi;191;0;0;Türkçe;45449,43705
LOAN_000000000000089; Fihi Ma Fih;Roman / Türk Klasi?i;Türk Edebiyat?;Sel Yay?nlar?;Mevlana Celaleddin Rumi;273;0;0;Türkçe;45443,54043
LOAN_000000000000090; Fuat Sezgin ?le Bilim  Tarihi Sohbetleri;Tasavvuf / Sohbet;Türk Edebiyat?;P?nar Yay?nlar?;Sefer Turan;206;0;0;Türkçe;45435,49405
LOAN_000000000000091; Fuat Sezgin ?le Bilim Tarihi Sohbetleri;Bilim Tarihi;Türk Edebiyat?;P?nar Yay?nlar?;Sefer Turan;206;0;0;Türkçe;45435,49701
LOAN_000000000000092; Fusu'L-Hikem;Bilim Tarihi;Din ve Mitoloji;P?nar Yay?nlar?;?nbü'L Arabi;272;0;0;Türkçe;45449,47481
LOAN_000000000000093; Gelecek Zamanda Dü?ünmek;Tasavvuf / Felsefe;Ki?isel Geli?im;P?nar Yay?nlar?;Jannifer James;271;0;0;Türkçe;45449,43291
LOAN_000000000000094; Gençlerle Ba? Ba?a;Deneme / Gelecek Ara?t?rmalar?;Türk Edebiyat?;P?nar Yay?nlar?;Ali Fuad Ba?gil;62;0;0;Türkçe;45449,3994
LOAN_000000000000095; Giderken Söylenmi?tir;Gençlik / Deneme;Türk Edebiyat?;Onbe?inci Bask?;?brahim Tenekeci;109;0;0;Türkçe;45415,53894
LOAN_000000000000096; Gök Kubbenin Alt?nda;?iir;Türk Edebiyat?;Onbe?inci Bask?;?brahim Kal?n;206;0;0;Türkçe;45443,47722
LOAN_000000000000097; Gül Ü Heran;Deneme / Edebiyat;Türk Edebiyat?;Onbe?inci Bask?;Kamil Çakar;;0;0;Türkçe;45415,50663
LOAN_000000000000098; Gül Yeti?tien Adam;Klasik Edebiyat / Mesnevi;Türk Edebiyat?;Onbe?inci Bask?;Rasim Özdenören;;0;0;Türkçe;45447,37135
LOAN_000000000000099; Güldeste;Roman / Dü?ünce;Türk Edebiyat?;Onbe?inci Bask?;?skender Pala;211;0;0;Türkçe;45447,364
LOAN_000000000000100; Gün Do?madan;?iir;Türk Edebiyat?;Onbe?inci Bask?;Sezai Karakoç;682;0;0;Türkçe;45447,36404
LOAN_000000000000101; Günden Güne;?iir / Deneme;Türk Edebiyat?;Onbe?inci Bask?;Osman Y?ld?z;;0;0;Türkçe;45429,46365
LOAN_000000000000102; Gündönümü;?iir;Türk Edebiyat?;Onbe?inci Bask?;Sezai Karakoç;109;0;0;Türkçe;45429,36648
LOAN_000000000000103; Güzel ?ahitlik;Roman;Türk Edebiyat?;Onbe?inci Bask?;Saadetiin Acar;163;0;0;Türkçe;45415,50789
LOAN_000000000000104; Hababam S?n?f?;Deneme / Din;Türk Edebiyat?;Onbe?inci Bask?;Mustafa Yasir Kaçmaz;;0;0;Türkçe;45419,49582
LOAN_000000000000105; Hac? Murat;Mizah / Roman;Rus Edebiyat?;Onbe?inci Bask?;Tolstoy;198;0;0;Türkçe;45429,37902
LOAN_000000000000106; Hayat Teselli Bulmakt?r;Roman / Dünya Klasi?i;Türk Edebiyat?;Onbe?inci Bask?;Kemal Sayar;140;0;0;Türkçe;45449,43758
LOAN_000000000000107; Hayat?n Anlam?;Psikoloji / Deneme;Felsefe ve Psikoloji;Onbe?inci Bask?;Arthur Schopenhauer;85;0;0;Türkçe;45419,54785
LOAN_000000000000108; Haydi Namaza;Felsefe / Psikoloji;Türk Edebiyat?;Onbe?inci Bask?;Abdullah Y?ld?z;174;0;0;Türkçe;45415,53361
LOAN_000000000000109; Hazan;Din / Çocuk;Türk Edebiyat?;Onbe?inci Bask?;Kamil Çak?r;96;0;0;Türkçe;45449,45083
LOAN_000000000000110; Hazan Mevsimi;?iir;Türk Edebiyat?;Onbe?inci Bask?;?brahim Yasak;;0;0;Türkçe;45449,44466
LOAN_000000000000111; Her Gün Hüzün Sol Aya??m 2;Roman;Otobiyografik Romanlar;Onbe?inci Bask?;Christy Brown;276;0;0;Türkçe;45449,43637
LOAN_000000000000112; Herkes ?çin K?sa Osmanl? Tarihi;An? / Biyografi;Türk Edebiyat?;Yeditepe Yay?nlar?;Erhan Afyoncu;288;0;0;Türkçe;45449,40762
LOAN_000000000000113; Herkes ?çin Siyer;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Muhammed Emin Y?ld?r?m/Bekir Develi;256;0;0;Türkçe;45419,52685
LOAN_000000000000114; Herkes ?çine Baks?n;Siyer / Din;Türk Edebiyat?;Profil Kitap;Saadettin Acar;163;0;0;Türkçe;45434,48653
LOAN_000000000000115; Heykel Oburu;Deneme;Türk Edebiyat?;Profil Kitap;Mehmet Aksoy;463;0;0;Türkçe;45443,54795
LOAN_000000000000116; H?zrla K?rk Saat ?iirler I??;Hikâye;Türk Edebiyat?;Profil Kitap;Sezai Karakoç;128;0;0;Türkçe;45449,40712
LOAN_000000000000117; Hikayeler;Çocuk / Hikâye;Türk Edebiyat?;Profil Kitap;Ahmet Hamdi Tanp?nar;348;0;0;Türkçe;45434,50122
LOAN_000000000000118; Hikayelerim;Hikâye;Türk Edebiyat?;Profil Kitap;Necip Faz?l K?sakürek;284;0;0;Türkçe;45449,33896
LOAN_000000000000119; Huzur;Tarihi Roman;Türk Edebiyat?;Tima?;Ahmet Hamdi Tanp?nar;160;0;0;Türkçe;45449,33896
LOAN_000000000000120; Huzur;Roman;Türk Edebiyat?;Tima?;Ahmet Hmadi Tan?p?nar;413;0;0;Türkçe;45429,428
LOAN_000000000000121; Hünkar?m;?iir;Türk Edebiyat?;Tima?;Bahad?r Yeni?ehirlio?lu;303;0;0;Türkçe;45429,4578
LOAN_000000000000122; Hz.Muhammed (S.A.V.)'?n Hayat?;Roman;Türk Edebiyat?;Tima?;Mustafa S?bai;;0;0;Türkçe;45429,38056
LOAN_000000000000123; Hz.Muhammed(S.A.V.) ?çin Bülbülün K?? ?ark?s?;Siyer;Türk Edebiyat?;Kap? Yay?nlar?;?skender Pala;589;0;0;Türkçe;45443,53375
LOAN_000000000000124; Iss?zl?g?n Ortas?;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Mehmet Ero?lu;;0;0;Türkçe;45429,41523
LOAN_000000000000125; ?bn Battuta Seyahatnamesi;?iir / Din;Türk Edebiyat?;Kap? Yay?nlar?;Ebu Abdulah Muhammed ?bn Battuta Tanc?;520;0;0;Türkçe;45429,41527
LOAN_000000000000126; ?brahim Efendi Kona??;Seyahatname / Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Samiha Ayverdi;478;0;0;Türkçe;45415,5056
LOAN_000000000000127; ?ki Da? Aras?nda;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Ali Bal;207;0;0;Türkçe;45415,51763
LOAN_000000000000128; ?ki Dirhem Bir Çekirdek;Roman;Türk Edebiyat?;Kap? Yay?nlar?;?skender Pala;212;0;0;Türkçe;44531,54868
LOAN_000000000000129; ?ki ?ehrin Hikayesi;Dil / Deneme;?ngiliz Edebiyat?;Kap? Yay?nlar?;Charles Dickens;400;0;0;Türkçe;45449,32941
LOAN_000000000000130; ?ki ?ehrin ?nsanlar?;Roman / Dünya Klasi?i;?ngiliz Edebiyat?;Kap? Yay?nlar?;Charles Dickens;400;0;0;Türkçe;45449,33019
LOAN_000000000000131; ?mparatorluktan Cumhuriyete;Roman;Türk Edebiyat?;Kap? Yay?nlar?;Halil ?nalc?k;236;0;0;Türkçe;45449,33094
LOAN_000000000000132; ?nsan Neyle Ya?ar;Tarih;Rus Edebiyat?;Kap? Yay?nlar?;L.N.Tolstoy;96;0;0;Türkçe;45449,45907
LOAN_000000000000133; ?nsan?n Acay?p K?sa Tarihi;Hikâye / Dünya Klasi?i;Türk Edebiyat?;Kap? Yay?nlar?;Günay Süngü;;0;0;Türkçe;45415,49365
LOAN_000000000000134; ?nsanl???n Dirili?i;Popüler Bilim / Tarih;Türk Edebiyat?;Kap? Yay?nlar?;Sezai Karakoç;159;0;0;Türkçe;45449,43867
LOAN_000000000000135; ?nsanl???n Medeniyet Destan?;Tarih;Tarih ve Co?rafya;Kap? Yay?nlar?;Roger Goraudy;224;0;0;Türkçe;45429,46606
LOAN_000000000000136; ?nsanl???n Y?ld?z?n?n Parlad??? Anlar;Tarih;Alman Edebiyat?;Kap? Yay?nlar?;Stefan Zw?g;319;0;0;Türkçe;45415,51403
LOAN_000000000000137; ?pek Yolu;Tarih;Tarih ve Co?rafya;Kap? Yay?nlar?;Helmut Uhlig;;0;0;Türkçe;45586,54704
LOAN_000000000000138; ?slam Ahlak?;Dinî eser;Din ve Mitoloji;Kap? Yay?nlar?;M. Hadimi;;0;0;Türkçe;45415,50047
LOAN_000000000000139; ?slam?n Dirili?i;Dinî eser;Türk Edebiyat?;Kap? Yay?nlar?;Sezai Karakoç;69;0;0;Türkçe;45429,43719
LOAN_000000000000140; ?slamiyet Öncesi Türkler;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Pelin Çift&Ahmet Ta?a?il;227;0;0;Türkçe;45415,54376
LOAN_000000000000141; ?slamiyet Öncesi Türkler;Tarih;Türk Edebiyat?;Yeditepe Yay?nlar?;Palin Çift/Ahmet Ta?agll;226;0;0;Türkçe;45419,55389
LOAN_000000000000142; ?smail Hakk? Tonguç;Biyografi;Türk Edebiyat?;Yeditepe Yay?nlar?;Engin Tonguç;792;0;0;Türkçe;45586,54704
LOAN_000000000000143; ??te Önderimiz Hz.Muhammed;Dinî eser;Türk Edebiyat?;Yeditepe Yay?nlar?;Prof. Dr. ?hsan Süreyya S?rma;172;0;0;Türkçe;45586,54704
LOAN_000000000000144; Kalbimin Efendisi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Salih Suruç;;0;0;Türkçe;45429,36422
LOAN_000000000000145; Kara Kapl? Kitap;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Aysun Pek?en;302;0;0;Türkçe;45415,55025
LOAN_000000000000146; Kara Kapl? Kitap;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Aysun Pek?an;303;0;0;Türkçe;45449,44253
LOAN_000000000000147; Kay?  IV;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;;0;0;Türkçe;45419,51337
LOAN_000000000000148; Kay? I;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irli?il;;0;0;Türkçe;45419,54569
LOAN_000000000000149; Kay? II;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;;0;0;Türkçe;45429,37007
LOAN_000000000000150; Kay? III;Tarihî roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Prof.Dr.Ahmet ?im?irgil;;0;0;Türkçe;45435,50407
LOAN_000000000000151; Kay?p Yüzy?l?n Prensesi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Kahraman Tazeo?lu;;0;0;Türkçe;45449,47176
LOAN_000000000000152; Kay?-V;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Ahmet ?im?irgil;;0;0;Türkçe;45449,40282
LOAN_000000000000153; Kekik Kokulu Sevda;Fabl / Klasik;Türk Edebiyat?;Yeditepe Yay?nlar?;Osman Alagöz;112;0;0;Türkçe;45449,40845
LOAN_000000000000154; Kelile Ve Dimne;?iir;Dünya Edebiyat?;Yeditepe Yay?nlar?;Beydaba;160;0;0;Türkçe;45419,53837
LOAN_000000000000155; Kendi Gök Kubbemiz;Deneme;Türk Edebiyat?;Yeditepe Yay?nlar?;Yahya Kemal;102;0;0;Türkçe;45419,52955
LOAN_000000000000156; K?l?ç Ve Kelime;Roman;Din ve Mitoloji;Yeditepe Yay?nlar?;?madüddin Halil;293;0;0;Türkçe;45449,34095
LOAN_000000000000157; K?sa Türkiye Tarihi;Roman;Türk Edebiyat?;Yeditepe Yay?nlar?;Kemal Karpat;;0;0;Türkçe;45449,34497
LOAN_000000000000158; K?skanmak;Bilimkurgu;Türk Edebiyat?;Yeditepe Yay?nlar?;Nahit S?rr? Örik;;0;0;Türkçe;45419,53296
LOAN_000000000000159; Kilit;Ki?isel geli?im;Türk Edebiyat?;Yeditepe Yay?nlar?;M.Necati Sepetçio?lu;272;0;0;Türkçe;45419,53175
