LoanID;Title;Genre;Category;Publisher;Author;NumberOfPages;OnLoan;Stock;Language;YearOfPublication
LOAN_000000000000579;Ben Kimim;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Nurdo?an Ark??;;0;0;Türkçe;44901,41225
LOAN_000000000000580;Ben Kirke;Bilim Kurgu;Dünya Edebiyat?;Tedev Yay?nlar?;Madel?ne M?ller;;0;0;Türkçe;44532,38148
LOAN_000000000000581;Ben Mustafa Kemal;Biyografi;Ortado?u (Yak?ndo?u);Tedev Yay?nlar?;Aydo?an Yava?l?;;0;0;Türkçe;44900,4764
LOAN_000000000000582;Ben Ok'?m-Sen Ok'Sin;Roman;Dünya Edebiyat?;Tedev Yay?nlar?;A. Harris M.D. Thomas;323;0;0;Türkçe;44900,50027
LOAN_000000000000583;Ben Robot;Bilim Kurgu;Dünya Edebiyat?;Tedev Yay?nlar?;Isaac As?mov;;0;0;Türkçe;44901,42133
LOAN_000000000000584;Bendeki  Ahsen;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Mecnun Ya?ar;;0;0;Türkçe;44900,419
LOAN_000000000000585;Benden Ba?ka Herkes;Roman;Türk Edebiyat?;Tedev Yay?nlar?;S?dd?k Yurtsever;96;0;0;Türkçe;44900,42704
LOAN_000000000000586;Beni Hep Sev;Roman;Dünya Edebiyat?;Tedev Yay?nlar?;Pink Freud;;0;0;Türkçe;44900,55924
LOAN_000000000000587;Benim Ad?m K?rm?z?;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Orhan Pamuk;;0;0;Türkçe;44900,57242
LOAN_000000000000588;Benim Ailem;Aile;Ortado?u (Yak?ndo?u);Tedev Yay?nlar?;Yrd. Doç. Dr. Ali Güler;;0;0;Türkçe;44901,4424
LOAN_000000000000589;Benim Da?lar?m;Roman;Türk Edebiyat?;Muhit Kitap;Dursun Çiçek;134;0;0;Türkçe;44900,44299
LOAN_000000000000590;Benim Küçük Dostlar?m;Çocuk;Türk Edebiyat?;Muhit Kitap;Halide Nusret Zorlutuna;;0;0;Türkçe;44532,35898
LOAN_000000000000591;Benim Tenha Y?ld?z?m;?iir;?iir;Tedev Yay?nlar?;Elene Abdihal?kova;168;0;0;Türkçe;44532,40652
LOAN_000000000000592;Benim Yolum;Otobiyografi;Türk Edebiyat?;Tedev Yay?nlar?;Tayfun Talipo?lu;;0;0;Türkçe;44901,50214
LOAN_000000000000593;Benjamin Button'In Tuhaf Hikayesi;Fantastik;Dünya Edebiyat?;Tedev Yay?nlar?;F. Scott F?tzgerald;;0;0;Türkçe;44900,55098
LOAN_000000000000594;Beraber Yürüdük Biz Bu Y?llarda;Siyaset;Tarih ve Co?rafya;Tedev Yay?nlar?;Y?lmaz Özdil;;0;0;Türkçe;44901,44071
LOAN_000000000000595;Berber Aynas?;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Oktay Akbal;;0;0;Türkçe;44901,46481
LOAN_000000000000596;Berlin Bir Mozaik;An?;Dünya Edebiyat?;Can Yay?nlar?;Eva Tucker;;0;0;Türkçe;44901,46836
LOAN_000000000000597;Berlinli Apartman?;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Yaprak Öz;239;0;0;Türkçe;44901,51644
LOAN_000000000000598;Besleme;Hikaye;Rus Edebiyat?;Yitik Ülke Yay?nlar?;Anton Çehov;;0;0;Türkçe;44900,56942
LOAN_000000000000599;Be? Harflik Facia;Roman;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Ka?em ?sabeyli;120;0;0;Türkçe;45567,42977
LOAN_000000000000600;Be? ?ehir;Deneme;Türk Edebiyat?;Yitik Ülke Yay?nlar?;Ahmet Hamd Tanr?p?nar;;0;0;Türkçe;44901,44465
LOAN_000000000000601;Beyaz At;Çocuk;Dünya Edebiyat?;Yitik Ülke Yay?nlar?;Elsa Tr?olet;;0;0;Türkçe;45184,59745
LOAN_000000000000602;Beyaz Balina Moby Dick;Macera;Dünya Edebiyat?;Yitik Ülke Yay?nlar?;Herman Melville;;0;0;Türkçe;44900,47235
LOAN_000000000000603;Beyaz Bulutlar Üstünde;Roman;Dünya Edebiyat?;Tedev Yay?nlar?;Hüseyinbala Miralemov;112;0;0;Türkçe;44900,49396
LOAN_000000000000604;Beyaz Di?;Macera;Dünya Edebiyat?;Tedev Yay?nlar?;Jack London;208;0;0;Türkçe;45026,33391
LOAN_000000000000605;Beyaz Di?;Macera;Dünya Edebiyat?;Ötüken Yay?nevi;Jack London;;0;0;Türkçe;44900,55566
LOAN_000000000000606;Beyaz Di?;Macera;Dünya Edebiyat?;Ötüken Yay?nevi;Lack London;187;0;0;Türkçe;44900,52764
LOAN_000000000000607;Beyaz Geceler;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;Fyodor M. Dostoyevski;;0;0;Türkçe;45184,51737
LOAN_000000000000608;Beyaz Geceler;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;Dostoyevski;;0;0;Türkçe;44900,50772
LOAN_000000000000609;Beyaz Geceler;Klasik;Rus Edebiyat?;Tedev Yay?nlar?;Fyodor Dostoyevski;;0;0;Türkçe;44900,55946
LOAN_000000000000610;Beyaz Gemi;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Cengiz Aytmatov;;0;0;Türkçe;44900,54131
LOAN_000000000000611;Beyaz Gemi;Roman;Dünya Edebiyat?;Ötüken Yay?nevi;Aytmatov;;0;0;Türkçe;45567,35965
LOAN_000000000000612;Beyaz Gemi Topral Ana Deve Gözü ?lk Ö?retim;Roman;Türk Edebiyat?;Cem Yay?nevi;Cengiz Aytmatov;;0;0;Türkçe;45567,35968
LOAN_000000000000613;Beyaz Lale;Tarih;Türk Edebiyat?;Cem Yay?nevi;Ömer Seyfettin;;0;0;Türkçe;44525,53459
LOAN_000000000000614;Beyaz ?iirler;?iir;?iir;7 Harf Yay?nlar?;Perihan Beyaz;128;0;0;Türkçe;45434,4842
LOAN_000000000000615;Beyaz Yele;Macera;Dünya Edebiyat?;7 Harf Yay?nlar?;René Guillot;;0;0;Türkçe;44525,54837
LOAN_000000000000616;Beyaz Zambaklar Ülkesinde;Ki?isel Geli?im;Dünya Edebiyat?;7 Harf Yay?nlar?;Grigory Petrov;;0;0;Türkçe;45042,47146
LOAN_000000000000617;Beyaz Zambaklar Ülkesinde;Ki?isel Geli?im;Dünya Edebiyat?;Tedev Yay?nlar?;Grigory Petrov;;0;0;Türkçe;44529,36595
LOAN_000000000000618;Beyaz Zambaklar Ülkesinde;Ki?isel Geli?im;Dünya Edebiyat?;Ötüken Yay?nevi;Grigory Petrov;;0;0;Türkçe;44523,51127
LOAN_000000000000619;Beyaz/Toprak Ana/Deve Gözü/?lk Ö?retmenim;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Cengiz Aytmatov;;0;0;Türkçe;44900,45385
LOAN_000000000000620;Beyaz?d-? Bistam? Hayat?-Menk?beleri-Fikirleri;Tasavvuf;Din ve Mitoloji;T.C ?stanbul Valili?i;Prof.Dr. Süleyman Uluda?;;0;0;Türkçe;44526,52299
LOAN_000000000000621;Beyazl? Kad?n;Polisiye;Dünya Edebiyat?;Ötüken Yay?nevi;Wilkie Collins;;0;0;Türkçe;44901,43291
LOAN_000000000000622;Beyo?lu'Nda Beyaz Ruslar;Tarih;Tarih ve Co?rafya;Ötüken Yay?nevi;Jak Deleon;;0;0;Türkçe;45345,56514
LOAN_000000000000623;Beyo?lu'Nun En Güzel Abisi;Polisiye;Türk Edebiyat?;Ötüken Yay?nevi;Ahmet Ümit;;0;0;Türkçe;44525,34697
LOAN_000000000000624;Bil O?lum;Çocuk;?iir;Tedev Yay?nlar?;Serhat Kabakl?;;0;0;Türkçe;44524,63729
LOAN_000000000000625;Bildirge;Siyaset;Dünya Edebiyat?;Ötüken Yay?nevi;Gemma Malley;;0;0;Türkçe;45586,54677
LOAN_000000000000626;Bilge Türk Tonyukuk;Tarih;Tarih ve Co?rafya;T.C. ?stanbul Valili?i;Ahmet Ta?a??l;192;0;0;Türkçe;45307,52612
LOAN_000000000000627;Bilginler Ve Sanatç?lar;Biyografi;Türk Edebiyat?;Ötüken Yay?nevi;H.Salih Zengin;;0;0;Türkçe;44526,44248
LOAN_000000000000628;Bilgisayar Uygulamalar?;Bilgisayar;Do?a Bilimleri ve Matematik;Ötüken Yay?nevi;Kemal Yarc?;;0;0;Türkçe;45345,57108
LOAN_000000000000629;Bilim Öncüleri;Bilim;Do?a Bilimleri ve Matematik;Ötüken Yay?nevi;Cemal Y?ld?r?m;;0;0;Türkçe;44900,44493
LOAN_000000000000630;Bilim Tarihi Sohbetleri;Bilim;Tarih ve Co?rafya;Ötüken Yay?nevi;Sefer Turan;;0;0;Türkçe;45567,33315
LOAN_000000000000631;Bilimin 7 Dahisi;Bilim;Do?a Bilimleri ve Matematik;Ötüken Yay?nevi;Grafik ?stanbul;;0;0;Türkçe;45567,33316
LOAN_000000000000632;Bilimsel Öyküler;Bilim;Do?a Bilimleri ve Matematik;Ötüken Yay?nevi;Jorge Luis Borges;;0;0;Türkçe;44529,57273
LOAN_000000000000633;Bilinmeyen Bir Kad?ndan Mektup;Roman;Alman Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Stefan Zweig;64;0;0;Türkçe;44526,33389
LOAN_000000000000634;Bilinmeyen Bir Kad?n?n Mektubu;Roman;Alman Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Stefan Zweig;;0;0;Türkçe;44900,41453
LOAN_000000000000635;Bilinmeyene Yolculuk;Bilim Kurgu;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;?smet Kür;;0;0;Türkçe;44525,60233
LOAN_000000000000636;Billur Kö?k Masallar?;Masal;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Tahir Alangu;;0;0;Türkçe;45562,48365
LOAN_000000000000637;Bilmece Amca;Çocuk;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Turan Yüksel;;0;0;Türkçe;45586,54675
LOAN_000000000000638;Bilmemek;Deneme;Dünya Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Milan Kundera;;0;0;Türkçe;44524,49612
LOAN_000000000000639;Bin Dokuz Yüz Seksen Dört;Distopya;?ngiliz Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;George Orwell;;0;0;Türkçe;44900,47881
LOAN_000000000000640;Binbir Gece Masallar?;Masal;Dünya Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Anto?ne Galland;;0;0;Türkçe;45415,51138
LOAN_000000000000641;Binbir Gece Masallar?;Masal;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Atiila Birkiye;;0;0;Türkçe;45328,66204
LOAN_000000000000642;Binbir Gündüz Masallar?;Masal;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Recep K?r?kç?;;0;0;Türkçe;45566,4039
LOAN_000000000000643;Bir;Roman;Dünya Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Richard Back;;0;0;Türkçe;45449,43946
LOAN_000000000000644;Bir;Roman;Dünya Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Richard Bach;;0;0;Türkçe;44531,49431
LOAN_000000000000645;Bir Adam Yaratmak;Tiyatro;Türk Edebiyat?;T.C. ?stanbul Valili?i;Necip Faz?l K?sakürek;154;0;0;Türkçe;44523,56123
LOAN_000000000000646;Bir Alemdeyim...;?iir;?iir;Ötüken Yay?nevi;Metin Aybek;;0;0;Türkçe;44524,51737
LOAN_000000000000647;Bir Anlat? Ustas?;?nceleme;Türk Edebiyat?;T.C ?stanbul Valili?i;Lütfi Ö. Akad;;0;0;Türkçe;45586,54675
LOAN_000000000000648;Bir A?k Sayfas? 2 / Dünya Edebiyat?ndan Seçmeler;Antoloji;Frans?z Edebiyat?;Ötüken Yay?nevi;E. Zola;;0;0;Türkçe;44524,50737
LOAN_000000000000649;Bir Ba?ka Gerçeklik;Bilim Kurgu;Dünya Edebiyat?;Ötüken Yay?nevi;Carlos Castaneda;;0;0;Türkçe;45566,3434
LOAN_000000000000650;Bir Bayrak Rüzgar Bekliyor;?iir;?iir;Ötüken Yay?nevi;Arif Nihat Asya;318;0;0;Türkçe;44529,38907
LOAN_000000000000651;Bir Bilim Adam?n?n Roman?;Biyografi;Türk Edebiyat?;Ötüken Yay?nevi;O?uz Atay;;0;0;Türkçe;45572,5603
LOAN_000000000000652;Bir Bilim Adam?n?n Roman?;Biyografi;Türk Edebiyat?;Ötüken Yay?nevi;Oguz Atay;;0;0;Türkçe;45572,5603
LOAN_000000000000653;Bir Çift Yürek;Gezi;Dünya Edebiyat?;Ötüken Yay?nevi;Marlo Morgan;;0;0;Türkçe;45566,33667
LOAN_000000000000654;Bir Çökü?ün Öyküsü;Roman;Alman Edebiyat?;Ötüken Yay?nevi;Stefan Zweig;;0;0;Türkçe;45449,39302
LOAN_000000000000655;Bir Degirmendir Bu Dünya;Tasavvuf;Türk Edebiyat?;Ötüken Yay?nevi;Cahit Zarfoglu;;0;0;Türkçe;45562,41749
LOAN_000000000000656;Bir De?irmendir Bu Dünya;Tasavvuf;?iir;Ötüken Yay?nevi;Cahit Zarifo?lu;215;0;0;Türkçe;44525,39216
LOAN_000000000000657;Bir Delinin An? Defteri Polto-Burun;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;Nikolay Vasilyeiç  Gogol;;0;0;Türkçe;44526,53584
LOAN_000000000000658;Bir Delinin Hat?ra Defteri;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;Nikolay Vasilyeviç Gogol;;0;0;Türkçe;45567,28567
LOAN_000000000000659;Bir Delinin Hat?ra Defteri;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;N.V.Gogol;;0;0;Türkçe;45586,54688
LOAN_000000000000660;Bir Delinin Hat?ra Defteri;Klasik;Rus Edebiyat?;Ötüken Yay?nevi;Gogol;;0;0;Türkçe;45573,26836
LOAN_000000000000661;Bir Demet ?stanbul;Tarih;Türk Edebiyat?;Ötüken Yay?nevi;Mustafa Kutlu;224;0;0;Türkçe;44526,51524
LOAN_000000000000662;Bir Devrin Son Sultan? : I?.Abdülhamid Han;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Vahdettin Engin;;0;0;Türkçe;45573,26366
LOAN_000000000000663;Bir Dilek Kadar Yak?n;Çocuk;Dünya Edebiyat?;Ötüken Yay?nevi;Barbara Freethy;;0;0;Türkçe;45573,26366
LOAN_000000000000664;Bir Dinazorun Gezileri;Biyografi;Türk Edebiyat?;Ötüken Yay?nevi;Mina Urgan;;0;0;Türkçe;44524,63914
LOAN_000000000000665;Bir E?itim Devrimcisi ?smail Hakk? Tonguç;Romantik;Do?a Bilimleri ve Matematik;Ötüken Yay?nevi;Engin Tonguç;;0;0;Türkçe;45449,46475
LOAN_000000000000666;Bir Evlilik Komedisi;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Sinan Akyüz;;0;0;Türkçe;44901,45715
LOAN_000000000000667;Bir F?rt?na Tuttu Bizi;Roman;Türk Edebiyat?;Hece Yay?nlar?;Mehmet Ayc?;88;0;0;Türkçe;44526,53896
LOAN_000000000000668;Bir Garip Adam;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Kenan Hulusi Koray;;0;0;Türkçe;44526,37037
LOAN_000000000000669;Bir Genç K?z?n An?lar?;An?;Felsefe ve Psikoloji;Ötüken Yay?nevi;Simone De Beauvoir;;0;0;Türkçe;45586,54683
LOAN_000000000000670;Bir Geziden Kalanlar;Gezi;Türk Edebiyat?;Ötüken Yay?nevi;Ömer Faruk Toprak;;0;0;Türkçe;45586,54683
LOAN_000000000000671;Bir Göçmen Ku?tu O;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Ayla Kutlu;;0;0;Türkçe;45342,40106
LOAN_000000000000672;Bir Göçmen Ku?tu O;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Bilgi Yay?nevi;;0;0;Türkçe;45415,52384
LOAN_000000000000673;Bir Gün;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Ay?e Kulin;;0;0;Türkçe;44900,54566
LOAN_000000000000674;Bir Gün Mutlaka;Siyaset;?iir;Ötüken Yay?nevi;Ataol Behramo?lu;;0;0;Türkçe;44531,52515
LOAN_000000000000675;Bir Gün Tek Ba??na;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Vedat Türkanli;;0;0;Türkçe;45042,43353
LOAN_000000000000676;Bir Hisli Yürek Mehmet Akif Ersoy;Biyografi;Türk Edebiyat?;Muhit Kitap;Mustafa Özçelik;166;0;0;Türkçe;44526,50856
LOAN_000000000000677;Bir ?dam Mahkumun Son Günü;Roman;Frans?z Edebiyat?;Muhit Kitap;Victor Hugo;;0;0;Türkçe;44900,41701
LOAN_000000000000678;Bir ?stanbul Sevdas? Hz.Eyup Sultan;Roman;Din ve Mitoloji;Muhit Kitap;?ükrü Alt?n;;0;0;Türkçe;45447,36733
LOAN_000000000000679;Bir Kad?n Dü?man?;Roman;Türk Edebiyat?;Muhit Kitap;Re?at Nuri Güntekin;;0;0;Türkçe;45429,46703
LOAN_000000000000680;Bir Kad?n?n 24 Saat;Roman;Dünya Edebiyat?;Muhit Kitap;Stefenos Yerasimos;;0;0;Türkçe;45566,42807
LOAN_000000000000681;Bir Kalbin Çökü?ü;Roman;Alman Edebiyat?;Muhit Kitap;Stefan Zweing;;0;0;Türkçe;45562,49073
LOAN_000000000000682;Bir Kalbiniz Vard?r Bunu Hat?rlay?n?z;Ki?isel Geli?im;Din ve Mitoloji;Muhit Kitap;Rümeysa O?uz;;0;0;Türkçe;44901,46281
LOAN_000000000000683;Bir Kalbiniz Vard?r Omu Hat?rlay?n;Ki?isel Geli?im;Türk edebiyat?;Türkiye Diyanet Vafk? Yay?nlar?;Rümeysa O?uz;88;0;0;Türkçe;45567,3902
LOAN_000000000000684;Bir Kay?p Denizci;Macera;Dünya Edebiyat?;Ötüken Yay?nevi;Gabriel Garcia Marquez;;0;0;Türkçe;44529,48233
LOAN_000000000000685;Bir Kimlik Vakas?;Polisiye;Dünya Edebiyat?;Ötüken Yay?nevi;Sherlock Holmes;;0;0;Türkçe;44901,41828
LOAN_000000000000686;Bir Küçük Osmanc?k Vard?;Çocuk;Türk Edebiyat?;Ötüken Yay?nevi;Hasan Nail Canat;;0;0;Türkçe;45586,54697
LOAN_000000000000687;Bir Maniniz Yoksa Annemler Size Gelecek;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Ayfer Tunç;;0;0;Türkçe;44531,52041
LOAN_000000000000688;Bir Nesli Nas?l Mahvettiler;Sosyoloji;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Osman Yüksel Serdengeçti;;0;0;Türkçe;45026,3774
LOAN_000000000000689;Bir Oryantalistin Do?u Seyahatnamesi;Gezi;Tarih ve Co?rafya;Türk Edebiyat? Vakf? Yay?nlar?;Eothen;;0;0;Türkçe;45586,54703
LOAN_000000000000690;Bir Ölünün Defteri;Roman;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Halid Ziya U?akl?gil;;0;0;Türkçe;45562,33899
LOAN_000000000000691;Bir Ömrün ?nsanlar?;Biyografi;Tarih ve Co?rafya;Türk Edebiyat? Vakf? Yay?nlar?;Kemal Karpat;;0;0;Türkçe;44526,45833
LOAN_000000000000692;Bir Sava? Vard?;Tarih;Dünya Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;John Steinbeck;;0;0;Türkçe;45572,54267
LOAN_000000000000693;Bir Sava?? Bitirmek;Tarih;Tarih ve Co?rafya;Türk Edebiyat? Vakf? Yay?nlar?;Richard Holbrooke;;0;0;Türkçe;45572,5427
LOAN_000000000000694;Bir Siyah Saçl? Kad?n?n Gezi Notlar?;Gezi;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Buket Uzuner;;0;0;Türkçe;45573,26541
LOAN_000000000000695;Bir Ta?ral?n?n Hikayesi;Roman;Rus Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Anton Çehov;;0;0;Türkçe;45573,26541
LOAN_000000000000696;Bir Tereddüdün Roman?;Roman;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Peyami Safa;;0;0;Türkçe;44529,36159
LOAN_000000000000697;Bir Tereddüdün Roman?;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Peyami Safa;;0;0;Türkçe;44526,35293
LOAN_000000000000698;Bir Varm??;Masal;Türk Edebiyat?;Türkiye Diyanet Vafk? Yay?nlar?;R?za Akdemir;174;0;0;Türkçe;45184,58718
LOAN_000000000000699;Bir Varm??...;Masal;Türk Edebiyat?;Ötüken Yay?nevi;R?za Akdemir;;0;0;Türkçe;45567,42839
LOAN_000000000000700;Bir Yazar?n Günlü?ü;Günlük;Rus Edebiyat?;Ötüken Yay?nevi;Dostoyevski;;0;0;Türkçe;45566,39338
LOAN_000000000000701;Bir Yumak Mutluluk;Çocuk;Dünya Edebiyat?;Ötüken Yay?nevi;Debbie Macomber;;0;0;Türkçe;45449,36196
LOAN_000000000000702;Bir Zamanlar Europa'Da;Tarih;Sanat;Ötüken Yay?nevi;John Berger;;0;0;Türkçe;44525,44786
LOAN_000000000000703;Bir Zamanlar Maltepe;An?;Tarih ve Co?rafya;Ötüken Yay?nevi;Melek Y. Köselerden;;0;0;Türkçe;45567,32775
LOAN_000000000000704;Bir Zarif Poetika;?iir;Türk Edebiyat?;T.C. ?stanbul Valili?i;Mustafa Bostan;99;0;0;Türkçe;44901,40096
LOAN_000000000000705;Birden Bine;Ki?isel Geli?im;Do?a Bilimleri ve Matematik;?z Yay?nc?l?k;As?m Gültekin;;0;0;Türkçe;44526,52721
LOAN_000000000000706;Birinci Dünya Harbi;Tarih;Tarih ve Co?rafya;Ötüken Yay?nevi;Mahmut Bo?u?lu;;0;0;Türkçe;44526,50175
LOAN_000000000000707;Bit Palas;Roman;Türk Edebiyat?;Do?an Kitap;Elif ?afak;380;0;0;Türkçe;45586,5469
LOAN_000000000000708;Bitmeyen A?k;Roman;Türk Edebiyat?;Do?an Kitap;P?nar Kür;;0;0;Türkçe;45586,5469
LOAN_000000000000709;Bitmeyen Kavga;Roman;Dünya Edebiyat?;Do?an Kitap;John Steinbeck;;0;0;Türkçe;45586,5469
LOAN_000000000000710;Biz Bizi Unuttuk;Ki?isel Geli?im;Tarih ve Co?rafya;Tedev Yay?nlar?;?lhan Bardakç?;;0;0;Türkçe;44529,35932
LOAN_000000000000711;Biz ?nsanlar;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Peyami Safa;396;0;0;Türkçe;45345,55413
LOAN_000000000000712;Biz Tanr?yken;Fantastik;Dünya Edebiyat?;Ötüken Yay?nevi;Col?n Falconer;;0;0;Türkçe;44998,36433
LOAN_000000000000713;Bizans Definesi;Macera;Tarih ve Co?rafya;Ötüken Yay?nevi;Oktay Akbal;;0;0;Türkçe;44525,43448
LOAN_000000000000714;Bizans Definesi;Macera;Türk Edebiyat?;Can Yay?nlar?;Oktay Akbal;;0;0;Türkçe;45307,54826
LOAN_000000000000715;Bizans'In Son Günleri;Tarih;Dünya Edebiyat?;Ötüken Yay?nevi;Yannis Kordatos;;0;0;Türkçe;44526,33203
LOAN_000000000000716;Bize Göre;Deneme;Türk Edebiyat?;Ötüken Yay?nevi;Ahmet Ha?im;;0;0;Türkçe;44526,46431
LOAN_000000000000717;Bizim Öykülerimiz;Hikaye;Türk Edebiyat?;Ötüken Yay?nevi;U?ur Gözde Eren;;0;0;Türkçe;45586,54686
LOAN_000000000000718;Bizim Öykülerimiz;Hikaye;Türk Edebiyat?;?timat Ofset;U?ur Gözde Eren;;0;0;Türkçe;44531,51955
LOAN_000000000000719;Bizim Yunuz;Roman;Türk Edebiyat?;?timat Ofset;?skender Pala;;0;0;Türkçe;44531,46749
LOAN_000000000000720;Bizimki Türkçe Sevdas?;Dil;Türk Edebiyat?;?timat Ofset;Ekrem Erdem;;0;0;Türkçe;45566,4235
LOAN_000000000000721;Bo?azdaki Mutlu Çocuk Kuzguncuk;Çocuk;Tarih ve Co?rafya;?timat Ofset;Gülsüm Cengiz;;0;0;Türkçe;44998,36546
LOAN_000000000000722;Bo?aziçi;Deneme;Türk Edebiyat?;?timat Ofset;Mustafa Kutlu;338;0;0;Türkçe;45363,85927
LOAN_000000000000723;Bo?aziçi ??ng?r M?ng?r;An?;Türk Edebiyat?;?timat Ofset;Salâh Birsel;;0;0;Türkçe;45567,39084
LOAN_000000000000724;Bo?ulmamak ?çin;Ki?isel Geli?im;?ngiliz Edebiyat?;Parodi Yay?nlar?;George Orwell;256;0;0;Türkçe;45419,49525
LOAN_000000000000725;Bora'N?n Kitab?;Çocuk;Türk Edebiyat?;Do?an Kitap;Ay?e Kulin;;0;0;Türkçe;44900,60476
LOAN_000000000000726;Bostan;Tasavvuf;Dünya Edebiyat?;Hbk;?eyh Sadi ?irazi;;0;0;Türkçe;44525,49971
LOAN_000000000000727;Bo? Ev;Polisiye;Dünya Edebiyat?;Do?an Kitap;Sherlock Holmes;;0;0;Türkçe;44525,47859
LOAN_000000000000728;Bo? Ev Sherlock Holmes S?r Arthur Conan Doyle;Polisiye;?ngiliz Edebiyat?;Do?an Kitap;Arthur Conan Doyle ( S?r Arthur Conan Doyle );;0;0;Türkçe;44526,46936
LOAN_000000000000729;Bo? Koltuk;Roman;Dünya Edebiyat?;Do?an Kitap;J.K. Rowling;591;0;0;Türkçe;45566,40487
LOAN_000000000000730;Bo? Koltuk;Roman;Dünya Edebiyat?;Hbk;J.K. Rowling;592;0;0;Türkçe;44531,47707
LOAN_000000000000731;Boyal? Ku?;Roman;Dünya Edebiyat?;Hbk;Jerzy Kosinski;;0;0;Türkçe;44901,51074
LOAN_000000000000732;Bozk?rdaki Çekirdek;E?itim;Türk Edebiyat?;Ketebe Yay?nlar?;Kemal Tahir;460;0;0;Türkçe;45567,31821
LOAN_000000000000733;Bozkurtlar;Tarih;Tarih ve Co?rafya;Ötüken Yay?nevi;Hüseyin Nihal Ats?z;590;0;0;Türkçe;45562,5544
LOAN_000000000000734;Bozkurtlar?n Destan?;Tarih;?iir;Bilge Kültür Sanat Yay?nevi;Niyazi Y?ld?r?m Gençosmano?lu;;0;0;Türkçe;44531,52832
LOAN_000000000000735;Bozuk;Roman;Türk Edebiyat?;Bilge Kültür Sanat Yay?nevi;Hakk? ?nanç;;0;0;Türkçe;45562,39904
LOAN_000000000000736;Bozuk Oda;Roman;Türk Edebiyat?;Bilge Kültür Sanat Yay?nevi;Gökhan Arslan;;0;0;Türkçe;44529,38499
LOAN_000000000000737;Böcek Avc?s?;Polisiye;Dünya Edebiyat?;?timat Ofset;Sherlock Holmes;;0;0;Türkçe;44529,48101
LOAN_000000000000738;Bö?ürtlen K???;Roman;Dünya Edebiyat?;Parodi Yay?nlar?;Sarah Jio;;0;0;Türkçe;44901,49109
LOAN_000000000000739;Bö?ürtlen ?arab?;Roman;Dünya Edebiyat?;Parodi Yay?nlar?;Joanne Harris;;0;0;Türkçe;45562,32593
LOAN_000000000000740;Böll Ademo?lu Neredeydin;Roman;Türk Edebiyat?;Parodi Yay?nlar?;Zeyyat Semlimo?lu;;0;0;Türkçe;44524,47615
LOAN_000000000000741;Bölük Pörçük 3;Deneme;Türk Edebiyat?;Dinar Belediyesi Kültür Müdürlü?ü;Turan Karl?;111;0;0;;44901,44097
LOAN_000000000000742;Br?dget Jones'Un Günlü?ü;Roman;Dünya Edebiyat?;Orient Press;Helen F?elding;;0;0;Türkçe;44524,5678
LOAN_000000000000743;Bribery And The Marble Workbench;?ngilizce;Dünya Edebiyat?;Orient Press;Ömer Seyfettin;32;0;0;?ngilizce;45566,40441
